amount,hour_of_day,is_foreign,distance_from_home_km,geo_velocity_kmh,new_device,tx_count_last_1h,tx_count_last_5m,avg_amount_deviation,burst_count_last_1m,device_tx_count_24h,merchant_risk_score,card_age_risk,profile_avg_spend,seconds_since_last_tx,is_fraud
2742.68,18,0,67.62,53.15,0,3.22,1.2,0.1849,0.98,1.44,0.2,0.3042,2314.71,14521.12,0
1943.3,16,0,91.03,56.13,0,5.86,0.88,0.6181,0.25,4.84,0.2,0.3048,5088.66,3221.76,0
7835.47,18,0,116.16,68.45,0,5.56,0.08,0.9723,0.76,5.39,0.2,0.2978,3972.72,17421.02,0
1771.06,19,0,7.29,109.85,0,1.98,0.92,0.6454,0.68,1.35,0.2,0.3015,4994.64,12097.04,0
5827.84,7,0,82.42,110.48,0,2.4,1.81,0.4076,0.74,4.74,0.2,0.3192,4140.2,11070.37,0
7094.08,11,0,55.99,76.01,0,5.65,1.39,0.9403,0.94,5.56,0.2,0.3569,3656.24,5369.29,0
4419.82,18,0,105.9,17.46,0,2.83,1.29,0.1991,0.94,5.3,0.2,0.2536,3685.88,10102.98,0
50185.47,1,0,4526.26,1111.84,1,17.09,5.84,9.0807,4.94,10.7,0.8241,0.5423,4978.36,351.52,1
5878.39,16,0,93.82,37.52,0,4.42,1.29,0.1702,0.25,5.0,0.2,0.1831,5023.3,15569.98,0
163484.67,1,0,1737.68,1058.24,0,10.85,4.16,48.3395,5.31,14.3,0.9484,0.4546,3313.46,237.64,1
2145.99,13,0,110.51,61.89,0,5.77,1.27,0.553,0.86,4.7,0.2,0.2386,4801.32,11616.72,0
3038.22,17,0,54.05,90.76,0,5.61,0.99,0.4804,0.42,5.93,0.2,0.2656,5847.57,7930.35,0
1901.03,16,0,81.26,58.66,0,5.78,0.42,0.6822,1.0,4.26,0.2,0.1294,5981.99,12924.67,0
932.57,13,0,37.96,3.06,0,4.13,0.98,0.8394,0.53,2.94,0.2,0.147,5807.86,4890.11,0
2403.67,14,0,108.5,49.06,0,3.94,0.68,0.3598,0.95,2.67,0.2,0.3297,3754.72,13594.34,0
7703.64,19,0,37.81,19.03,0,2.19,1.39,0.5587,0.71,5.04,0.2,0.1854,4942.41,9097.94,0
1669.32,11,0,29.48,57.85,0,1.37,0.85,0.6375,0.61,5.43,0.2,0.2755,4604.87,13307.85,0
3721.58,8,0,109.59,17.86,0,1.2,0.23,0.2198,0.25,1.97,0.2,0.3923,3051.04,6100.6,0
2337.94,22,0,95.9,13.34,0,1.8,1.1,0.2511,0.25,4.31,0.2,0.128,3122.03,12084.86,0
6328.43,20,0,38.99,52.51,0,3.03,1.81,0.3196,0.17,1.75,0.2,0.3935,4795.89,12315.54,0
3044.49,16,0,33.99,66.89,0,2.76,1.34,0.2994,0.94,2.85,0.2,0.1972,4345.44,17021.16,0
7762.3,13,0,84.68,51.44,0,3.5,0.97,3.4875,0.54,5.01,0.2,0.1935,1729.75,14656.09,0
3397.55,13,0,69.19,72.07,0,2.31,1.65,0.6056,0.04,3.6,0.2,0.3083,2116.04,15161.92,0
5353.38,11,0,113.76,50.89,0,5.65,0.03,0.6747,0.95,1.92,0.2,0.1186,3196.63,8994.79,0
3323.21,21,0,92.79,4.46,0,4.22,1.83,0.2687,0.02,4.61,0.2,0.3869,4544.41,12787.09,0
107203.26,1,1,5737.45,884.24,0,16.94,7.56,60.2179,4.15,13.28,0.8378,0.4968,1751.18,146.41,1
5930.6,9,0,88.88,18.91,0,5.6,1.57,1.3345,0.61,1.56,0.2,0.355,2540.45,5434.17,0
7373.23,8,0,103.91,107.73,0,1.63,0.29,2.3239,0.23,3.32,0.2,0.3246,2218.27,4745.66,0
5039.45,17,0,58.92,64.98,0,5.45,1.58,0.7258,0.89,5.67,0.2,0.1186,2920.0,4934.95,0
150354.09,23,0,8663.88,1381.81,1,17.76,5.77,32.6283,5.7,8.59,0.8759,0.5828,4471.05,349.86,1
90937.18,0,0,4102.43,1107.98,1,12.27,7.15,15.6409,3.8,7.56,0.8569,0.8584,5464.68,599.6,1
84283.5,3,0,4541.9,970.08,1,8.14,3.02,22.5782,5.09,12.06,0.8041,0.6393,3574.64,277.6,1
874.0,21,0,114.42,18.38,0,2.53,0.8,0.8537,0.06,3.99,0.2,0.2538,5973.03,17820.24,0
755.37,19,0,30.86,52.51,0,1.01,0.39,0.8355,0.49,4.23,0.2,0.3825,4591.58,2339.06,0
4433.44,7,0,95.39,8.91,0,5.2,1.28,0.0622,0.38,6.0,0.2,0.3908,4727.56,11151.1,0
3836.45,13,0,107.71,105.61,0,4.8,1.99,1.1451,0.13,4.42,0.2,0.1715,1788.47,7843.91,0
3311.49,7,0,10.17,72.47,0,5.89,1.11,0.7667,0.26,1.1,0.2,0.232,1874.43,16881.58,0
95026.38,23,0,4681.55,1303.49,1,8.39,5.34,62.1284,3.31,15.49,0.8178,0.5426,1505.29,174.56,1
4716.05,21,0,71.65,54.36,0,1.76,1.82,0.199,0.41,4.35,0.2,0.1983,5887.69,2891.45,0
166901.93,0,0,1028.37,550.83,0,11.62,6.63,30.9182,3.04,6.48,0.787,0.5445,5229.05,286.77,1
1991.22,12,0,3.93,1.43,0,4.37,1.24,0.6498,0.89,2.82,0.2,0.2873,5686.31,11569.35,0
5603.99,17,0,76.8,104.18,0,3.11,1.19,0.5683,0.75,3.26,0.2,0.1928,3573.21,15268.95,0
121043.66,23,1,6832.77,1085.5,1,10.81,5.02,54.4975,3.34,13.79,0.7528,0.5459,2181.07,564.99,1
924.74,13,0,28.6,112.49,0,5.92,1.53,0.8265,0.87,4.95,0.2,0.3389,5328.54,8206.61,0
4941.81,19,0,64.03,89.23,0,5.5,1.53,0.0166,0.0,3.65,0.2,0.2031,5025.15,14222.51,0
4869.95,8,0,95.99,62.52,0,4.08,0.78,0.3679,0.51,2.38,0.2,0.2765,3560.12,2364.73,0
144468.66,4,1,2979.23,492.88,1,10.55,4.65,23.8998,4.69,11.78,0.8092,0.4913,5802.01,227.46,1
3642.7,10,0,11.66,13.99,0,4.46,0.11,0.691,0.7,2.86,0.2,0.3079,2154.11,2947.29,0
3509.47,17,0,71.57,98.22,0,1.38,0.71,0.0487,0.58,1.59,0.2,0.2998,3346.61,2647.51,0
1748.77,15,0,83.18,102.17,0,1.04,1.52,0.6322,0.88,1.74,0.2,0.3575,4754.46,6088.1,0
4063.65,11,0,1.04,102.19,0,2.48,1.65,0.306,0.82,3.59,0.2,0.3653,5855.13,9645.17,0
5802.44,11,0,116.21,102.46,0,5.02,0.94,0.0765,0.68,4.04,0.2,0.2619,5390.08,9039.07,0
4754.22,21,0,115.01,57.81,0,3.74,0.5,0.6823,0.47,4.97,0.2,0.1541,2826.09,6048.46,0
63791.08,0,0,3490.75,586.85,0,9.81,5.23,26.4462,5.83,10.28,0.9299,0.6592,2324.23,373.1,1
3795.99,22,0,39.68,33.45,0,3.56,1.77,0.036,0.76,5.83,0.2,0.1707,3937.91,1869.2,0
1262.3,13,0,49.91,106.86,0,1.02,0.66,0.7773,0.6,1.91,0.2,0.2361,5667.92,12548.51,0
41539.1,3,0,4933.83,475.85,1,10.79,7.89,7.9479,3.86,8.95,0.851,0.611,4642.32,474.05,1
7119.28,18,0,49.15,96.4,0,1.68,0.26,2.4989,0.92,5.34,0.2,0.1186,2034.73,17058.67,0
2815.25,15,0,62.22,103.97,0,5.84,0.2,0.3684,0.04,4.53,0.2,0.2349,4457.54,16765.61,0
6728.57,12,0,97.01,109.63,0,4.58,1.82,2.8718,0.07,3.07,0.2,0.2946,1737.86,6405.15,0
3463.28,9,0,95.98,12.62,0,4.13,0.42,0.3627,0.7,3.46,0.2,0.3542,5434.52,10833.13,0
570.39,19,0,49.94,38.27,0,5.41,0.69,0.8839,0.86,2.66,0.2,0.2204,4912.33,5552.68,0
2512.32,7,0,19.83,102.54,0,4.4,0.35,0.4642,0.14,5.69,0.2,0.3745,4688.93,10277.65,0
523.73,17,0,100.1,73.61,0,2.95,1.84,0.8481,0.61,4.81,0.2,0.1527,3447.56,9924.32,0
98207.74,2,1,902.43,596.41,1,14.7,7.2,20.2706,3.5,12.17,0.8389,0.8523,4617.06,59.25,1
1834.94,12,0,110.16,24.96,0,3.16,0.76,0.6597,0.44,2.46,0.2,0.3363,5391.93,16857.37,0
1262.24,17,0,22.34,17.28,0,3.31,0.76,0.6807,0.03,2.22,0.2,0.1019,3953.13,17901.85,0
6683.06,21,0,116.39,114.79,0,1.04,0.36,0.6605,0.54,5.12,0.2,0.1798,4024.67,12059.38,0
7833.31,18,0,57.64,41.05,0,3.13,0.39,0.6003,0.65,5.29,0.2,0.3554,4894.77,9137.24,0
636.29,17,0,25.56,63.69,0,4.53,0.94,0.8715,0.06,1.63,0.2,0.2387,4951.97,13876.52,0
4495.86,21,0,110.73,2.72,0,4.55,1.58,1.1724,0.04,4.63,0.2,0.1457,2069.54,7343.36,0
4908.32,14,0,117.73,95.49,0,5.46,1.97,0.4663,0.65,2.47,0.2,0.1312,3347.45,9522.15,0
739.37,20,0,76.52,103.71,0,3.0,1.29,0.8616,0.23,2.95,0.2,0.336,5342.14,15954.81,0
7718.49,15,0,61.79,111.29,0,2.32,1.34,3.9935,0.5,2.14,0.2,0.1562,1545.72,4688.72,0
1471.67,17,0,42.27,55.83,0,4.45,0.06,0.7481,0.66,3.12,0.2,0.1485,5841.79,12773.72,0
6754.38,15,0,115.07,50.61,0,1.16,0.83,1.3231,0.64,3.97,0.2,0.1619,2907.54,3179.32,0
6903.75,14,0,69.11,3.47,0,1.59,1.44,3.0316,0.5,1.46,0.2,0.3278,1712.39,4129.25,0
4487.85,8,0,38.46,106.51,0,4.88,0.15,0.4471,0.54,1.08,0.2,0.1351,3101.34,15061.47,0
6503.31,17,0,48.44,2.54,0,4.18,0.9,1.3555,0.17,4.83,0.2,0.1213,2760.92,6964.08,0
5348.39,18,0,55.52,109.98,0,4.34,0.59,0.2624,0.96,2.7,0.2,0.203,4236.69,11034.69,0
2872.31,14,0,82.6,46.41,0,3.82,1.26,0.7792,0.44,2.5,0.2,0.2094,1614.38,16219.48,0
4561.38,18,0,113.05,82.76,0,1.65,1.71,0.1765,0.9,1.72,0.2,0.3799,5539.07,17066.95,0
5232.85,12,0,92.98,8.92,0,4.25,0.19,0.0505,0.07,4.15,0.2,0.1555,4981.38,6649.78,0
5742.15,17,0,17.87,96.46,0,1.2,1.61,0.5472,0.14,4.15,0.2,0.3295,3711.42,16083.67,0
5899.08,11,0,36.02,6.8,0,5.11,0.72,2.651,0.86,1.86,0.2,0.3812,1615.74,14529.54,0
7932.06,7,0,88.41,20.74,0,2.0,1.55,1.8529,0.23,4.22,0.2,0.3383,2780.31,2157.24,0
5789.09,8,0,43.4,99.65,0,1.82,0.96,1.5256,0.32,3.84,0.2,0.3122,2292.12,6373.47,0
2172.47,11,0,96.06,78.65,0,5.52,0.65,0.487,0.41,1.43,0.2,0.37,4235.02,3208.76,0
6439.35,14,0,31.44,60.28,0,2.83,0.14,2.1999,0.21,4.84,0.2,0.287,2012.34,13008.85,0
3444.88,12,0,59.23,34.84,0,1.64,1.54,0.0061,0.15,4.87,0.2,0.2858,3423.84,16102.19,0
7952.67,8,0,11.07,71.05,0,2.53,0.07,1.1144,0.62,5.75,0.2,0.1152,3761.25,10629.58,0
3162.8,20,0,36.24,43.26,0,1.94,1.65,0.7416,0.11,3.88,0.2,0.277,1816.06,10112.82,0
61163.35,4,0,6448.0,539.4,0,10.34,5.16,23.6994,5.59,9.99,0.7135,0.5502,2476.31,555.83,1
7308.01,9,0,1.36,78.62,0,4.45,1.8,0.2267,0.09,1.58,0.2,0.2519,5957.3,14156.2,0
6961.1,10,0,28.7,24.71,0,1.79,1.53,1.3639,0.99,2.36,0.2,0.3397,2944.77,11397.43,0
797.58,22,0,92.39,41.39,0,5.13,0.99,0.8628,0.35,4.52,0.2,0.2074,5811.67,15726.55,0
6638.97,13,0,14.12,3.13,0,1.98,0.99,1.6372,0.64,4.64,0.2,0.1278,2517.42,17553.2,0
627.99,21,0,117.19,116.53,0,5.77,1.52,0.8935,0.57,2.9,0.2,0.3314,5894.71,2778.92,0
306.58,15,0,48.31,71.66,0,5.19,0.79,0.9143,0.69,2.23,0.2,0.3147,3577.45,17786.4,0
662.27,22,0,12.97,81.74,0,3.61,0.02,0.8562,0.03,3.48,0.2,0.3739,4605.1,6244.44,0
48688.26,1,1,7692.79,1209.13,1,16.9,6.89,13.346,3.88,14.82,0.8354,0.6631,3393.85,119.66,1
3851.34,7,0,100.89,59.15,0,1.71,1.7,0.6967,0.33,3.71,0.2,0.3077,2269.95,12911.53,0
2339.91,17,0,119.87,13.51,0,4.1,0.23,0.2251,0.58,3.1,0.2,0.1072,3019.49,5279.29,0
6270.63,14,0,51.4,65.12,0,5.54,1.1,0.1658,0.49,2.98,0.2,0.2688,5378.69,12085.48,0
7973.94,2,0,4054.03,867.03,1,12.13,7.49,2.0879,3.82,10.31,0.8199,0.7559,2582.34,63.47,1
1216.1,19,0,27.36,54.88,0,2.73,0.34,0.7543,0.44,3.0,0.2,0.1365,4950.26,7605.27,0
1065.08,15,0,30.37,9.54,0,3.2,1.09,0.7203,0.71,4.56,0.2,0.3109,3807.92,16244.45,0
25695.98,2,1,860.8,638.33,1,8.89,6.04,5.5458,4.2,13.48,0.8957,0.5708,3925.57,427.02,1
7296.18,12,0,88.98,60.09,0,2.23,1.01,0.2427,0.26,5.25,0.2,0.3337,5871.06,15499.14,0
7911.38,7,0,23.81,105.27,0,4.38,1.26,1.2384,0.31,5.96,0.2,0.3543,3534.35,7537.59,0
269.16,7,0,102.15,11.13,0,5.78,1.29,0.921,0.14,3.48,0.2,0.145,3407.96,5372.85,0
3878.3,15,0,82.44,82.86,0,4.26,1.45,0.2395,0.77,4.72,0.2,0.3409,5099.38,8127.38,0
5333.34,8,0,113.08,38.98,0,4.4,0.9,0.3648,0.98,3.93,0.2,0.1776,3907.86,14450.46,0
5527.15,18,0,3.98,13.62,0,1.94,1.61,1.9358,0.79,5.28,0.2,0.3261,1882.65,17144.5,0
5101.24,15,0,22.66,89.46,0,3.37,0.93,0.0139,0.02,3.1,0.2,0.3431,5173.11,16832.83,0
2816.0,10,0,36.59,21.75,0,5.77,0.51,0.3705,0.61,2.94,0.2,0.2728,4473.45,6557.68,0
6062.27,22,0,101.11,83.78,0,2.77,0.87,0.025,0.47,1.84,0.2,0.1023,5914.37,1994.09,0
7134.15,9,0,77.8,53.62,0,2.35,0.92,0.2547,0.66,2.42,0.2,0.3254,5685.98,11278.22,0
6565.69,13,0,66.1,98.8,0,3.11,1.82,0.4482,0.51,3.43,0.2,0.1273,4533.71,17279.91,0
3670.66,21,0,66.74,113.51,0,1.63,1.42,1.1113,0.28,4.28,0.2,0.2345,1738.59,17223.03,0
6880.19,16,0,67.13,10.78,0,5.61,0.58,1.6695,0.63,5.46,0.2,0.3543,2577.33,14766.73,0
1368.06,13,0,76.79,58.01,0,4.37,1.62,0.5555,0.71,5.3,0.2,0.2975,3077.72,11095.21,0
576.57,11,0,49.75,39.09,0,2.37,0.91,0.871,0.71,1.48,0.2,0.1248,4467.95,10185.97,0
177304.72,4,0,8665.12,1361.8,0,13.22,5.97,36.0975,3.22,13.22,0.7005,0.7639,4779.42,76.89,1
2545.43,19,0,30.94,45.82,0,4.25,1.94,0.2498,1.0,5.28,0.2,0.1723,2036.67,14083.63,0
1545.2,16,0,104.78,58.74,0,5.8,1.63,0.6971,0.67,5.59,0.2,0.3574,5101.1,14199.39,0
4076.93,22,0,116.46,67.15,0,5.19,1.46,0.7488,0.46,1.28,0.2,0.2681,2331.26,16175.17,0
1546.14,10,0,18.82,90.12,0,4.64,1.11,0.4902,0.03,5.84,0.2,0.3265,3032.87,8380.1,0
4993.14,19,0,49.43,2.34,0,3.71,0.72,0.2075,0.72,2.02,0.2,0.3978,4135.0,15228.9,0
692.78,16,0,48.3,99.03,0,3.65,1.95,0.7783,0.77,1.01,0.2,0.1042,3124.53,12862.42,0
6104.7,7,0,53.64,97.29,0,3.44,1.55,2.9556,0.53,3.56,0.2,0.32,1543.32,16688.59,0
6499.15,14,0,19.71,59.85,0,5.2,1.5,0.8806,0.04,5.82,0.2,0.367,3455.9,5600.17,0
5444.61,20,0,59.0,36.54,0,3.2,0.82,0.3049,0.68,4.08,0.2,0.2043,4172.41,15609.24,0
2298.37,17,0,47.4,53.0,0,3.14,0.79,0.4926,0.68,1.45,0.2,0.2794,4529.39,4394.59,0
52503.1,3,1,629.34,1323.47,1,11.07,6.82,7.7641,5.26,6.61,0.8094,0.4898,5990.71,368.82,1
1175.06,19,0,79.6,108.48,0,2.73,1.91,0.3333,0.37,3.22,0.2,0.1725,1762.56,11710.96,0
7945.47,15,0,93.07,4.71,0,2.91,0.67,3.8197,0.43,2.71,0.2,0.2942,1648.53,6202.56,0
1152.94,17,0,84.97,24.01,0,4.8,1.15,0.6845,0.98,1.31,0.2,0.3396,3653.86,15417.11,0
7408.37,20,0,72.06,25.06,0,1.68,0.87,1.2467,0.22,2.29,0.2,0.1448,3297.48,17087.56,0
7582.45,14,0,55.84,107.43,0,5.16,1.63,2.4201,0.5,1.88,0.2,0.2011,2217.03,11191.63,0
45149.87,3,0,6760.13,1128.66,1,13.43,5.92,16.7138,3.43,8.08,0.9339,0.417,2548.85,447.12,1
45813.77,1,0,5910.95,960.54,0,10.11,4.4,18.1785,4.2,13.66,0.7206,0.58,2388.81,294.69,1
2301.18,14,0,52.79,71.09,0,5.0,1.28,0.5926,0.37,5.68,0.2,0.3033,5648.64,9535.8,0
4414.76,19,0,35.5,101.3,0,2.78,0.6,0.0111,0.83,1.72,0.2,0.2103,4464.26,12584.14,0
5041.65,12,0,52.21,3.61,0,2.03,0.29,1.0158,0.82,1.99,0.2,0.3909,2501.06,17486.32,0
5010.57,15,0,87.1,15.93,0,5.96,0.43,0.2907,0.8,1.19,0.2,0.281,3881.94,11740.47,0
5480.12,13,0,81.33,9.64,0,2.86,0.48,0.0234,0.09,3.55,0.2,0.3273,5611.67,15153.25,0
3029.88,9,0,81.71,87.3,0,1.64,0.02,0.0081,0.44,5.38,0.2,0.3209,3054.5,10288.93,0
3345.52,21,0,26.78,35.72,0,3.09,0.19,0.3246,0.3,3.84,0.2,0.3036,4953.36,8742.71,0
131727.83,0,0,608.15,951.35,1,9.47,5.35,30.9256,3.51,7.03,0.7881,0.7797,4126.09,149.0,1
4667.54,20,0,27.34,72.45,0,4.08,1.83,0.6509,0.29,2.01,0.2,0.2689,2827.3,6990.24,0
3596.74,18,0,23.81,56.39,0,3.57,0.43,0.0684,0.05,4.69,0.2,0.1273,3366.41,12527.42,0
7532.11,19,0,80.58,26.57,0,4.71,0.34,0.3095,0.74,4.28,0.2,0.2384,5752.09,13461.03,0
5891.77,16,0,110.17,54.24,0,3.82,1.2,1.6012,0.07,4.34,0.2,0.1015,2265.05,3355.82,0
57913.65,4,1,6647.98,1140.89,0,10.08,7.29,12.7417,3.46,9.1,0.931,0.6236,4214.44,462.43,1
1742.08,22,0,61.69,73.68,0,4.15,0.56,0.5973,0.48,3.15,0.2,0.1175,4325.77,15020.67,0
4066.06,20,0,35.12,112.53,0,4.54,1.32,0.0313,0.64,3.8,0.2,0.1043,4197.62,7471.13,0
2320.82,20,0,115.36,100.25,0,2.27,0.99,0.1112,0.21,5.8,0.2,0.1701,2611.16,8935.78,0
6213.74,17,0,15.69,113.21,0,1.15,0.66,2.5379,0.44,5.59,0.2,0.1264,1756.32,4900.4,0
5973.17,21,0,10.87,63.44,0,4.77,1.0,0.0816,0.98,2.37,0.2,0.3446,5522.68,7547.12,0
2687.51,13,0,60.4,47.41,0,4.73,0.12,0.1892,0.24,3.56,0.2,0.2712,3314.75,11385.42,0
6457.28,12,0,31.83,26.67,0,4.87,0.46,1.338,0.25,3.03,0.2,0.199,2761.88,17947.28,0
2974.22,8,0,98.71,60.53,0,1.32,1.04,0.5178,0.05,2.65,0.2,0.1931,1959.55,11874.74,0
2537.31,8,0,25.43,48.28,0,3.21,0.92,0.688,0.73,3.91,0.2,0.2971,1503.11,16077.72,0
1103.18,17,0,5.31,90.55,0,4.64,1.63,0.5282,0.41,2.57,0.2,0.2053,2338.18,14576.15,0
5674.89,8,0,5.09,99.43,0,1.61,1.04,0.2076,0.22,2.08,0.2,0.1393,4699.31,10609.69,0
209.9,14,0,61.87,37.88,0,1.0,1.73,0.9531,0.17,2.69,0.2,0.3564,4476.78,4926.97,0
7032.58,7,0,8.23,102.67,0,5.05,1.71,2.5578,0.09,3.71,0.2,0.3734,1976.68,10854.77,0
6505.67,16,0,72.91,92.49,0,1.58,1.83,0.1587,0.63,4.62,0.2,0.1109,5614.49,7571.11,0
147271.32,4,1,8401.1,841.2,1,13.02,6.97,75.4252,4.48,10.83,0.8341,0.721,1927.0,368.14,1
128748.68,4,0,8615.46,1255.1,0,8.17,7.59,23.1641,5.11,12.0,0.7209,0.8814,5328.1,135.9,1
1718.76,18,0,19.58,16.17,0,3.81,1.88,0.0628,0.77,2.33,0.2,0.2997,1834.02,17087.44,0
5474.54,22,0,59.52,62.66,0,2.74,0.31,0.4995,0.45,3.7,0.2,0.2166,3651.0,3520.71,0
7856.8,20,0,94.68,88.88,0,4.6,1.3,0.4199,0.92,5.97,0.2,0.2776,5533.33,15248.71,0
4025.02,9,0,20.16,14.15,0,3.16,1.66,0.1728,0.06,1.41,0.2,0.1364,3431.97,13623.81,0
6283.33,14,0,23.48,21.85,0,2.79,1.75,0.3377,0.51,3.48,0.2,0.3162,4697.05,3997.66,0
1097.17,16,0,97.92,40.9,0,3.15,1.32,0.4962,0.5,4.03,0.2,0.3539,2177.9,3508.38,0
72708.04,0,1,3998.32,970.19,0,11.59,4.72,16.6388,3.27,7.41,0.7122,0.5086,4122.04,256.2,1
2337.86,10,0,112.97,106.79,0,4.84,0.51,0.2963,0.75,5.04,0.2,0.352,3322.27,15998.37,0
4096.59,10,0,30.8,96.53,0,3.76,0.47,0.112,0.42,2.63,0.2,0.1841,4613.06,15979.56,0
108358.95,23,1,8232.93,926.43,1,9.32,7.72,31.6606,3.79,9.98,0.8485,0.5102,3317.73,372.85,1
4657.69,8,0,58.45,17.0,0,5.91,0.16,0.1126,0.14,4.09,0.2,0.1048,5248.91,11848.83,0
5274.23,20,0,21.5,101.76,0,4.37,1.25,0.0173,0.29,3.03,0.2,0.2172,5367.28,3186.32,0
550.19,19,0,112.58,116.06,0,3.48,1.05,0.8199,0.63,1.62,0.2,0.3968,3054.28,12691.2,0
4743.11,7,0,16.17,93.88,0,4.43,0.26,0.237,0.81,5.79,0.2,0.1254,3834.39,14088.59,0
4413.12,20,0,0.95,22.76,0,3.98,0.25,0.1101,0.81,3.0,0.2,0.2645,4959.28,16663.33,0
3968.31,8,0,14.99,44.35,0,1.79,1.0,0.1255,0.49,4.42,0.2,0.1134,4538.05,2819.07,0
7624.39,13,0,10.41,112.54,0,2.61,0.55,0.3361,0.96,2.7,0.2,0.2025,5706.41,13832.9,0
2704.03,16,0,72.02,105.43,0,3.26,0.22,0.799,0.96,1.28,0.2,0.3318,1503.09,1933.73,0
1975.76,13,0,92.11,22.61,0,1.6,0.54,0.5879,0.92,1.08,0.2,0.2838,4794.68,15235.0,0
2089.16,11,0,87.07,85.33,0,1.03,0.17,0.5344,0.15,5.39,0.2,0.1813,4487.47,5981.92,0
6384.08,15,0,109.05,76.88,0,1.38,1.72,0.3398,0.81,3.69,0.2,0.337,4764.92,10094.3,0
6893.33,21,0,105.11,57.81,0,4.81,0.3,0.2351,0.87,1.23,0.2,0.1446,5581.2,16833.12,0
1979.07,13,0,59.05,112.84,0,5.33,1.8,0.4911,0.52,3.51,0.2,0.2959,3889.07,17353.85,0
1374.71,16,0,19.51,49.01,0,5.97,1.04,0.6606,0.62,5.03,0.2,0.3432,4050.88,12804.38,0
7784.75,18,0,104.02,50.04,0,4.84,0.6,1.1442,0.52,3.67,0.2,0.1586,3630.62,14066.57,0
2653.62,16,0,89.74,15.39,0,2.61,0.65,0.3856,0.07,3.33,0.2,0.2579,4319.1,10825.0,0
559.29,14,0,30.21,43.86,0,3.77,1.05,0.6534,0.51,3.36,0.2,0.1021,1613.59,6044.33,0
7337.64,8,0,63.87,64.84,0,5.85,0.6,1.1218,0.71,5.14,0.2,0.234,3458.17,13511.93,0
59846.04,0,0,7501.03,1130.94,1,11.6,3.95,12.8662,4.11,13.5,0.7341,0.4642,4315.96,395.72,1
129577.66,0,1,8619.44,658.87,0,9.22,7.03,23.512,3.24,15.22,0.7889,0.6954,5286.29,521.02,1
5721.05,16,0,32.55,24.57,0,1.35,1.59,0.9889,0.85,1.48,0.2,0.1367,2876.51,15590.95,0
7119.88,21,0,19.76,51.86,0,4.08,0.06,0.3734,0.03,1.23,0.2,0.1618,5184.1,12057.53,0
4877.27,18,0,88.67,65.13,0,2.78,1.1,0.7072,0.41,1.34,0.2,0.2592,2856.88,10006.73,0
3347.07,11,0,13.87,68.72,0,1.77,1.21,0.0812,0.22,3.19,0.2,0.3755,3642.73,10142.5,0
6966.39,13,0,25.73,19.22,0,1.93,1.74,1.4897,0.32,3.78,0.2,0.3788,2798.1,8911.34,0
1117.74,16,0,87.82,105.41,0,5.39,1.05,0.5401,0.8,3.78,0.2,0.1929,2430.33,9439.9,0
3780.53,14,0,48.32,49.34,0,5.99,1.52,0.4259,0.4,1.02,0.2,0.3901,2651.27,7917.53,0
7941.27,11,0,14.42,116.05,0,4.94,1.29,2.5623,0.13,3.91,0.2,0.3784,2229.24,15711.22,0
4390.04,22,0,66.67,31.39,0,3.2,0.85,0.186,0.71,2.08,0.2,0.1618,5393.45,15577.9,0
3009.19,20,0,68.39,79.47,0,1.18,0.8,0.3663,0.66,2.99,0.2,0.3662,4748.65,10597.91,0
1778.6,15,0,24.67,40.81,0,5.06,0.55,0.0762,0.88,3.81,0.2,0.1337,1925.25,10237.85,0
3577.38,10,0,18.48,31.37,0,1.59,1.75,0.3339,0.75,3.34,0.2,0.3047,5370.96,9476.2,0
5740.51,14,0,94.71,30.29,0,5.75,0.19,0.9924,0.69,4.63,0.2,0.2738,2881.18,16796.6,0
6490.63,18,0,68.73,30.96,0,1.37,0.49,0.2503,0.57,1.99,0.2,0.1313,5191.2,14161.61,0
3272.24,22,0,21.27,47.97,0,3.14,0.98,0.415,0.49,3.84,0.2,0.2083,5593.15,10855.79,0
59004.72,3,1,5603.17,1005.58,1,16.14,5.78,10.2379,5.88,12.52,0.8999,0.4896,5250.52,473.04,1
4940.88,7,0,81.55,58.8,0,3.03,0.73,1.0901,0.03,1.47,0.2,0.1246,2363.95,11678.59,0
201.74,16,0,22.01,23.86,0,5.86,1.0,0.9478,0.16,1.37,0.2,0.3978,3865.6,11580.08,0
96800.53,3,1,8443.66,1188.47,0,10.5,5.3,16.9658,4.82,9.12,0.8572,0.8004,5388.03,363.66,1
7264.74,14,0,63.64,110.66,0,2.91,1.23,1.3883,0.57,3.31,0.2,0.1693,3041.82,9123.87,0
3276.35,8,0,96.12,91.4,0,3.29,0.86,0.2063,0.22,1.87,0.2,0.2092,4128.15,14734.71,0
1434.21,15,0,109.34,74.45,0,3.34,1.33,0.5872,0.75,2.82,0.2,0.3745,3474.74,8991.69,0
4013.36,7,0,14.23,81.75,0,2.54,1.24,0.1904,0.83,3.33,0.2,0.2497,4956.99,11930.68,0
3426.93,20,0,60.96,48.76,0,3.76,1.07,0.3491,0.64,3.75,0.2,0.3263,5265.12,2365.92,0
4918.61,13,0,113.01,60.11,0,5.93,0.96,0.6161,0.83,5.6,0.2,0.2773,3043.6,15234.29,0
7944.3,20,0,32.86,106.04,0,1.26,0.77,0.4133,0.15,2.98,0.2,0.2478,5621.13,8673.61,0
